size,repeats,singles,maxRepeat,edges,psoIter,heuristic,blocks,score,time,exact,left,right
 34, 3,21,  6,  9,  0,     pso, 29,0.15,   0.941,N,"[1,20,1 3,8,17,15,12 3,22,16,1,5,1 3 9,6,2,24,18,14,11,19,3,23,13,4,3,10,2 3,7,21,1]","[1,1 3,14,1,12 3,3,21,18,19,13,2 3,6,15,1,23,1 3 9,24,17,11,3,7,5,20,10,16,8,22,4,2]"
 34, 3,21,  6,  9,  0, psoPure, 29,0.15,   0.945,N,"[1,20,1 3,8,17,15,12 3,22,16,1,5,1 3 9,6,2,24,18,14,11,19,3,23,13,4,3,10,2 3,7,21,1]","[1,1 3,14,1,12 3,3,21,18,19,13,2 3,6,15,1,23,1 3 9,24,17,11,3,7,5,20,10,16,8,22,4,2]"
 34, 3,21,  6,  9,  0, psoComb, 29,0.15,   2.729,N,"[1,20,1 3,8,17,15,12 3,22,16,1,5,1 3 9,6,2,24,18,14,11,19,3,23,13,4,3,10,2 3,7,21,1]","[1,1 3,14,1,12 3,3,21,18,19,13,2 3,6,15,1,23,1 3 9,24,17,11,3,7,5,20,10,16,8,22,4,2]"
 34, 3,21,  6,  9,   ,     FPT, 28,0.18,   0.476,Y,,
 34, 6, 4,  8, 27,   , combine, 25,0.27,   0.000,N,"[4,0 4,0 3,3 1,5,9,4,5 1,2,0,1,5,5 4,0,7,1 0 5,1,6,3,2,2,0 8,0,3,1 0]","[3,3,5 4,1,0 4,2,1,0 3,2,5,0,0,5,6,4,2,1 0 5,7,5 1,0,0 8,9,1 0,3 1,4]"
 34, 6, 4,  8, 27,   ,combineS, 25,0.27,   0.000,N,"[4,0 4,0 3,3 1,5,9,4,5 1,2,0,1,5,5 4,0,7,1 0 5,1,6,3,2,2,0 8,0,3,1 0]","[3,3,5 4,1,0 4,2,1,0 3,2,5,0,0,5,6,4,2,1 0 5,7,5 1,0,0 8,9,1 0,3 1,4]"
 34, 6, 4,  8, 27,   ,  greedy, 24,0.30,   0.002,N,"[4,0 4,0,3 3,1,5,9,4,5 1,2,0,1,5,5 4,0,7,1 0 5,1,6,3 2,2,0 8,0 3 1,0]","[3 3,5 4,1,0 4,2,1,0,3 2,5,0,0,5,6,4,2,1 0 5,7,5 1,0,0 8,9,1,0 3 1,4]"
 34, 6, 4,  8, 27,  0,     pso, 24,0.30,   4.089,N,"[4,0 4,0,3 3,1,5,9,4,5 1,2,0,1,5,5 4,0,7,1 0 5,1,6,3 2,2,0 8,0 3 1,0]","[3 3,5 4,1,0 4,2,1,0,3 2,5,0,0,5,6,4,2,1 0 5,7,5 1,0,0 8,9,1,0 3 1,4]"
 34, 6, 4,  8, 27,  0, psoPure, 24,0.30,   4.079,N,"[4,0 4,0,3 3,1,5,9,4,5 1,2,0,1,5,5 4,0,7,1 0 5,1,6,3 2,2,0 8,0 3,1 0]","[3 3,5 4,1,0 4,2,1 0,3 2,5,0,0,5,6,4,2,1 0 5,7,5 1,0,0 8,9,1,0 3,1,4]"
 34, 6, 4,  8, 27,  0, psoComb, 24,0.30,   5.395,N,"[4,0 4,0,3 3,1,5,9,4,5 1,2,0,1,5,5 4,0,7,1 0 5,1,6,3 2,2,0 8,0 3 1,0]","[3 3,5 4,1,0 4,2,1,0,3 2,5,0,0,5,6,4,2,1 0 5,7,5 1,0,0 8,9,1,0 3 1,4]"
 34, 6, 4,  8, 27,   ,     FPT, 26,0.24,3600.000,N,,
 34, 8,12,  4,  5,   , combine, 30,0.12,   0.000,N,"[6,15,19,5,1 0,7,17 7,6,0,8,2,1,16,14,2 0,18,8 7,6,2,21,5,11,10,3,3,2,12,20,0,13]","[6,7,1 0,2,18,21,10,20,1,5,2 0,6,13,6,8,3,19,15,0,14,5,2,17 7,12,16,11,8 7,2,0,3]"
 34, 8,12,  4,  5,   ,combineS, 30,0.12,   0.000,N,"[6,15,19,5,1 0,7,17 7,6,0,8,2,1,16,14,2 0,18,8 7,6,2,21,5,11,10,3,3,2,12,20,0,13]","[6,7,1 0,2,18,21,10,20,1,5,2 0,6,13,6,8,3,19,15,0,14,5,2,17 7,12,16,11,8 7,2,0,3]"
 34, 8,12,  4,  5,   ,  greedy, 30,0.12,   0.003,N,"[6,15,19,5,1 0,7,17 7,6,0,8,2,1,16,14,2 0,18,8 7,6,2,21,5,11,10,3,3,2,12,20,0,13]","[6,7,1 0,2,18,21,10,20,1,5,2,0,6,13,6,8,3,19,15,0,14,5,2,17 7,12,16,11,8 7,2 0,3]"
 34, 8,12,  4,  5,  0,     pso, 30,0.12,   0.581,N,"[6,15,19,5,1 0,7,17 7,6,0,8,2,1,16,14,2 0,18,8 7,6,2,21,5,11,10,3,3,2,12,20,0,13]","[6,7,1 0,2,18,21,10,20,1,5,2 0,6,13,6,8,3,19,15,0,14,5,2,17 7,12,16,11,8 7,2,0,3]"
 34, 8,12,  4,  5,  0, psoPure, 30,0.12,   0.572,N,"[6,15,19,5,1 0,7,17 7,6,0,8,2,1,16,14,2 0,18,8 7,6,2,21,5,11,10,3,3,2,12,20,0,13]","[6,7,1 0,2,18,21,10,20,1,5,2 0,6,13,6,8,3,19,15,0,14,5,2,17 7,12,16,11,8 7,2,0,3]"
 34, 8,12,  4,  5,  0, psoComb, 30,0.12,   1.788,N,"[6,15,19,5,1 0,7,17 7,6,0,8,2,1,16,14,2 0,18,8 7,6,2,21,5,11,10,3,3,2,12,20,0,13]","[6,7,1 0,2,18,21,10,20,1,5,2 0,6,13,6,8,3,19,15,0,14,5,2,17 7,12,16,11,8 7,2,0,3]"
 34, 8,12,  4,  5,   ,     FPT, 29,0.15,   0.690,Y,,
 34, 6,11,  6,  7,   , combine, 30,0.12,   0.000,N,"[1,13,2,3,9,4 3,3,7,3,8,4,2,12,0,6,5 1,1,0 5,5,16,4,5,5,10,15,11,1,0 1,14,1]","[4,1,1,1,5,9,8,2,13,12,1,15,5,3,5,0,14,0 1,4 3,10,4,3,5 1,16,6,11,7,0 5,3,2]"
 34, 6,11,  6,  7,   ,combineS, 30,0.12,   0.000,N,"[1,13,2,3,9,4 3,3,7,3,8,4,2,12,0,6,5 1,1,0 5,5,16,4,5,5,10,15,11,1,0 1,14,1]","[4,1,1,1,5,9,8,2,13,12,1,15,5,3,5,0,14,0 1,4 3,10,4,3,5 1,16,6,11,7,0 5,3,2]"
 34, 6,11,  6,  7,   ,  greedy, 30,0.12,   0.003,N,"[1,13,2,3,9,4 3,3,7,3,8,4,2,12,0,6,5 1,1,0 5,5,16,4,5,5,10,15,11,1,0 1,14,1]","[4,1,1,1,5,9,8,2,13,12,1,15,5,3,5,0,14,0 1,4 3,10,4,3,5 1,16,6,11,7,0 5,3,2]"
 34, 6,11,  6,  7,  0,     pso, 30,0.12,   0.737,N,"[1,13,2,3,9,4 3,3,7,3,8,4,2,12,0,6,5 1,1,0 5,5,16,4,5,5,10,15,11,1,0 1,14,1]","[4,1,1,1,5,9,8,2,13,12,1,15,5,3,5,0,14,0 1,4 3,10,4,3,5 1,16,6,11,7,0 5,3,2]"
 34, 6,11,  6,  7,  0, psoPure, 30,0.12,   0.734,N,"[1,13,2,3,9,4 3,3,7,3,8,4,2,12,0,6,5,1 1,0 5,5,16,4,5,5,10,15,11,1,0 1,14,1]","[4,1,1 1,5,9,8,2,13,12,1,15,5,3,5,0,14,0 1,4,3,10,4 3,5,1,16,6,11,7,0 5,3,2]"
 34, 6,11,  6,  7,  0, psoComb, 30,0.12,   1.984,N,"[1,13,2,3,9,4 3,3,7,3,8,4,2,12,0,6,5 1,1,0 5,5,16,4,5,5,10,15,11,1,0 1,14,1]","[4,1,1,1,5,9,8,2,13,12,1,15,5,3,5,0,14,0 1,4 3,10,4,3,5 1,16,6,11,7,0 5,3,2]"
 34, 6,11,  6,  7,   ,     FPT, 30,0.12,1614.442,Y,,
 34,10, 3,  5, 15,   , combine, 28,0.18,   0.000,N,"[11,9,3,8,0,5 2,12,2,3,0,5,7,8,9,7,6,3,2,8,4,10,1,1,9,1 8 3 1 4,6,1 3,7]","[11,3,6,1 8 3 1 4,9,2,4,8,5 2,7,1 3,1,0,8,10,5,9,8,2,1,6,7,3,7,9,12,0,3]"
 34,10, 3,  5, 15,   ,combineS, 28,0.18,   0.000,N,"[11,9,3,8,0,5 2,12,2,3,0,5,7,8,9,7,6,3,2,8,4,10,1,1,9,1 8 3 1 4,6,1 3,7]","[11,3,6,1 8 3 1 4,9,2,4,8,5 2,7,1 3,1,0,8,10,5,9,8,2,1,6,7,3,7,9,12,0,3]"
 34,10, 3,  5, 15,   ,  greedy, 28,0.18,   0.002,N,"[11,9,3,8,0,5 2,12,2,3,0,5,7,8,9,7,6,3,2,8,4,10,1,1,9,1 8 3 1 4,6,1,3 7]","[11,3,6,1 8 3 1 4,9,2,4,8,5 2,7,1,3,1,0,8,10,5,9,8,2,1,6,7,3 7,9,12,0,3]"
 34,10, 3,  5, 15,  0,     pso, 28,0.18,   1.224,N,"[11,9,3,8,0,5 2,12,2,3,0,5,7,8,9,7,6,3,2,8,4,10,1,1,9,1 8 3 1 4,6,1 3,7]","[11,3,6,1 8 3 1 4,9,2,4,8,5 2,7,1 3,1,0,8,10,5,9,8,2,1,6,7,3,7,9,12,0,3]"
 34,10, 3,  5, 15,  0, psoPure, 28,0.18,   1.278,N,"[11,9,3,8,0,5 2,12,2,3,0,5,7,8,9,7,6,3,2,8,4,10,1,1,9,1,8 3 1 4,6 1,3 7]","[11,3,6 1,8 3 1 4,9,2,4,8,5 2,7,1,3,1,0,8,10,5,9,8,2,1,6,7,3 7,9,12,0,3]"
 34,10, 3,  5, 15,  0, psoComb, 28,0.18,   3.060,N,"[11,9,3,8,0,5 2,12,2,3,0,5,7,8,9,7,6,3,2,8,4,10,1,1,9,1 8 3 1 4,6,1 3,7]","[11,3,6,1 8 3 1 4,9,2,4,8,5 2,7,1 3,1,0,8,10,5,9,8,2,1,6,7,3,7,9,12,0,3]"
 34,10, 3,  5, 15,   ,     FPT, 27,0.21, 117.836,Y,,
 34, 5, 4, 10, 52,   , combine, 22,0.36,   0.000,N,"[7,3,2 1,4 1,1 0,0 3,2,1 1,1 4,3,0 0,5 0,6,0,8,1,4 3,2,3 1,1 0 1,0,3]","[3,1 0,3,1 4,8,3 1,2,0 0,2,0,0,7,6,2 1,1 0 1,5 0,0 3,1,3,4 1,4 3,1 1]"
 34, 5, 4, 10, 52,   ,combineS, 22,0.36,   0.000,N,"[7,3,2 1,4 1,1 0,0 3,2,1 1,1 4,3,0 0,5 0,6,0,8,1,4 3,2,3 1,1 0 1,0,3]","[3,1 0,3,1 4,8,3 1,2,0 0,2,0,0,7,6,2 1,1 0 1,5 0,0 3,1,3,4 1,4 3,1 1]"
 34, 5, 4, 10, 52,   ,  greedy, 23,0.33,   0.002,N,"[7,3,2,1 4,1,1,0 0 3,2,1 1,1 4 3,0 0,5,0,6,0,8,1,4,3,2,3,1 1 0 1,0 3]","[3,1,0 3,1 4,8,3,1,2,0 0,2,0,0,7,6,2,1 1 0 1,5,0 0 3,1,3,4,1 4 3,1 1]"
 34, 5, 4, 10, 52,  1,     pso, 22,0.36,   7.633,N,"[7,3,2,1 4,1 1 0,0 3,2,1,1 1,4,3,0 0,5 0,6,0,8,1 4 3,2,3 1,1,0,1 0 3]","[3,1 0 3,1 4,8,3 1,2,0 0,2,0,0,7,6,2,1 1 0,1,5 0,0 3,1,3,4,1 4 3,1 1]"
 34, 5, 4, 10, 52,  0, psoPure, 22,0.36,   8.025,N,"[7,3,2,1 4,1,1,0 0,3,2 1,1 1,4,3,0 0,5 0,6,0,8,1 4 3,2,3 1,1 0,1 0 3]","[3,1 0 3,1 4,8,3,1,2,0 0,2,0 0,7,6,2 1,1 0,1,5 0,0,3 1,3,4,1 4 3,1 1]"
 34, 5, 4, 10, 52,  1, psoComb, 23,0.33,   9.317,N,"[7,3,2,1 4,1,1,0 0 3,2 1,1 1,4,3,0 0,5,0,6,0,8,1 4 3,2,3 1,1,0 1,0 3]","[3 1,0 3,1 4,8,3,1,2,0 0,2,0,0,7,6,2 1,1,0 1,5,0 0 3,1,3,4,1 4 3,1 1]"
 34, 5, 4, 10, 52,   ,     FPT, 20,0.42,3600.000,N,,
 34, 7,17,  3,  2,   , combine, 32,0.06,   0.000,N,"[15,18,17,6,11,8,14,23,2,16,4,3,9,1,21,22,13 5,7,2,5,7,6,6,5,3,20,12 24,4,10,1,19,1]","[1,18,6,16,13 5,2,4,5,12 24,19,5,1,8,7,20,7,23,3,15,17,21,10,22,6,3,2,9,4,6,1,14,11]"
 34, 7,17,  3,  2,   ,combineS, 32,0.06,   0.000,N,"[15,18,17,6,11,8,14,23,2,16,4,3,9,1,21,22,13 5,7,2,5,7,6,6,5,3,20,12 24,4,10,1,19,1]","[1,18,6,16,13 5,2,4,5,12 24,19,5,1,8,7,20,7,23,3,15,17,21,10,22,6,3,2,9,4,6,1,14,11]"
 34, 7,17,  3,  2,   ,  greedy, 32,0.06,   0.003,N,"[15,18,17,6,11,8,14,23,2,16,4,3,9,1,21,22,13 5,7,2,5,7,6,6,5,3,20,12 24,4,10,1,19,1]","[1,18,6,16,13 5,2,4,5,12 24,19,5,1,8,7,20,7,23,3,15,17,21,10,22,6,3,2,9,4,6,1,14,11]"
 34, 7,17,  3,  2,  0,     pso, 32,0.06,   0.141,N,"[15,18,17,6,11,8,14,23,2,16,4,3,9,1,21,22,13 5,7,2,5,7,6,6,5,3,20,12 24,4,10,1,19,1]","[1,18,6,16,13 5,2,4,5,12 24,19,5,1,8,7,20,7,23,3,15,17,21,10,22,6,3,2,9,4,6,1,14,11]"
 34, 7,17,  3,  2,  0, psoPure, 32,0.06,   0.134,N,"[15,18,17,6,11,8,14,23,2,16,4,3,9,1,21,22,13 5,7,2,5,7,6,6,5,3,20,12 24,4,10,1,19,1]","[1,18,6,16,13 5,2,4,5,12 24,19,5,1,8,7,20,7,23,3,15,17,21,10,22,6,3,2,9,4,6,1,14,11]"
 34, 7,17,  3,  2,  0, psoComb, 32,0.06,   1.493,N,"[15,18,17,6,11,8,14,23,2,16,4,3,9,1,21,22,13 5,7,2,5,7,6,6,5,3,20,12 24,4,10,1,19,1]","[1,18,6,16,13 5,2,4,5,12 24,19,5,1,8,7,20,7,23,3,15,17,21,10,22,6,3,2,9,4,6,1,14,11]"
 34, 7,17,  3,  2,   ,     FPT, 32,0.06,   0.011,Y,,
 34, 5,17,  5,  1,   , combine, 33,0.03,   0.000,N,"[4,19,23,0,2 4,15,2,11,4,16,2,0,5,24,18,0,2,6,20,17,5,8,10,5,6,14,21,5,13,22,2,12,9]","[0,14,5,21,12,0,11,2,2,16,6,13,10,19,20,24,5,17,4,0,18,2,5,15,23,6,5,2 4,22,8,2,9,4]"
 34, 5,17,  5,  1,   ,combineS, 33,0.03,   0.001,N,"[4,19,23,0,2 4,15,2,11,4,16,2,0,5,24,18,0,2,6,20,17,5,8,10,5,6,14,21,5,13,22,2,12,9]","[0,14,5,21,12,0,11,2,2,16,6,13,10,19,20,24,5,17,4,0,18,2,5,15,23,6,5,2 4,22,8,2,9,4]"
 34, 5,17,  5,  1,   ,  greedy, 33,0.03,   0.003,N,"[4,19,23,0,2 4,15,2,11,4,16,2,0,5,24,18,0,2,6,20,17,5,8,10,5,6,14,21,5,13,22,2,12,9]","[0,14,5,21,12,0,11,2,2,16,6,13,10,19,20,24,5,17,4,0,18,2,5,15,23,6,5,2 4,22,8,2,9,4]"
 34, 5,17,  5,  1,  0,     pso, 33,0.03,   0.073,N,"[4,19,23,0,2 4,15,2,11,4,16,2,0,5,24,18,0,2,6,20,17,5,8,10,5,6,14,21,5,13,22,2,12,9]","[0,14,5,21,12,0,11,2,2,16,6,13,10,19,20,24,5,17,4,0,18,2,5,15,23,6,5,2 4,22,8,2,9,4]"
 34, 5,17,  5,  1,  0, psoPure, 33,0.03,   0.063,N,"[4,19,23,0,2 4,15,2,11,4,16,2,0,5,24,18,0,2,6,20,17,5,8,10,5,6,14,21,5,13,22,2,12,9]","[0,14,5,21,12,0,11,2,2,16,6,13,10,19,20,24,5,17,4,0,18,2,5,15,23,6,5,2 4,22,8,2,9,4]"
 34, 5,17,  5,  1,  0, psoComb, 33,0.03,   1.463,N,"[4,19,23,0,2 4,15,2,11,4,16,2,0,5,24,18,0,2,6,20,17,5,8,10,5,6,14,21,5,13,22,2,12,9]","[0,14,5,21,12,0,11,2,2,16,6,13,10,19,20,24,5,17,4,0,18,2,5,15,23,6,5,2 4,22,8,2,9,4]"
 34, 5,17,  5,  1,   ,     FPT, 33,0.03,  14.625,Y,,
 34, 4,19,  5,  8,   , combine, 31,0.09,   0.001,N,"[4,10 4,8,22,23,11,12,20,6,9,0,16,0,14,15,4,7,18,19,2 2,1,2,4,17,1,24,21,2 1,1,13,2]","[1,16,17,7,0,20,15,14,19,0,12,22,4,23,8,6,4,1,10 4,13,21,2 2,4,24,11,1,18,2,9,2,2 1]"
 34, 4,19,  5,  8,   ,combineS, 29,0.15,   0.000,N,"[4,10 4,8,22,23,11,12,20,6,9,0,16,0,14,15,4,7,18,19,2 2 1,2 4,17,1,24,21 2,1,1,13,2]","[1,16,17,7,0,20,15,14,19,0,12,22,4,23,8,6,4,1,10 4,13,21 2,2 4,24,11,1,18,2,9,2 2 1]"
 34, 4,19,  5,  8,   ,  greedy, 29,0.15,   0.002,N,"[4,10 4,8,22,23,11,12,20,6,9,0,16,0,14,15,4,7,18,19,2 2 1,2 4,17,1,24,21 2,1,1,13,2]","[1,16,17,7,0,20,15,14,19,0,12,22,4,23,8,6,4,1,10 4,13,21 2,2 4,24,11,1,18,2,9,2 2 1]"
 34, 4,19,  5,  8,  0,     pso, 29,0.15,   0.782,N,"[4,10 4,8,22,23,11,12,20,6,9,0,16,0,14,15,4,7,18,19,2 2 1,2 4,17,1,24,21 2,1,1,13,2]","[1,16,17,7,0,20,15,14,19,0,12,22,4,23,8,6,4,1,10 4,13,21 2,2 4,24,11,1,18,2,9,2 2 1]"
 34, 4,19,  5,  8,  0, psoPure, 29,0.15,   0.769,N,"[4,10 4,8,22,23,11,12,20,6,9,0,16,0,14,15,4,7,18,19,2 2 1,2 4,17,1,24,21 2,1,1,13,2]","[1,16,17,7,0,20,15,14,19,0,12,22,4,23,8,6,4,1,10 4,13,21 2,2 4,24,11,1,18,2,9,2 2 1]"
 34, 4,19,  5,  8,  0, psoComb, 29,0.15,   2.416,N,"[4,10 4,8,22,23,11,12,20,6,9,0,16,0,14,15,4,7,18,19,2 2 1,2 4,17,1,24,21 2,1,1,13,2]","[1,16,17,7,0,20,15,14,19,0,12,22,4,23,8,6,4,1,10 4,13,21 2,2 4,24,11,1,18,2,9,2 2 1]"
 34, 4,19,  5,  8,   ,     FPT, 29,0.15,   0.990,Y,,
 34, 5, 3,  8, 34,   , combine, 24,0.30,   0.000,N,"[3 4 2,0 2,4,1,6 4,1 1,2,0 3,3,3,1 2,2,5,2 4,2,4,7,0 0,0,0,2,4,1 4,4]","[6 4,2,2,2,7,1,5,0 0,1 2,3,0,4,3 4 2,3,1 1,4,4,2,2 4,0,1 4,0 2,0 3,4]"
 34, 5, 3,  8, 34,   ,combineS, 24,0.30,   0.000,N,"[3 4 2,0 2,4,1,6 4,1 1,2,0 3,3,3,1 2,2,5,2 4,2,4,7,0 0,0,0,2,4,1 4,4]","[6 4,2,2,2,7,1,5,0 0,1 2,3,0,4,3 4 2,3,1 1,4,4,2,2 4,0,1 4,0 2,0 3,4]"
 34, 5, 3,  8, 34,   ,  greedy, 23,0.33,   0.002,N,"[3 4 2,0,2 4,1,6 4,1,1,2 0 3,3,3 1,2 2,5,2,4,2,4,7,0 0,0,0,2,4,1 4 4]","[6 4,2 2,2,7,1,5,0 0,1,2,3,0,4,3 4 2,3 1,1 4 4,2,2 4,0,1,4,0,2 0 3,4]"
 34, 5, 3,  8, 34,  1,     pso, 22,0.36,   5.955,N,"[3 4 2,0,2 4,1,6 4,1,1 2,0 3,3,3 1,2 2,5,2,4 2,4,7,0 0,0,0 2,4,1 4,4]","[6 4,2 2,2,7,1,5,0 0,1 2,3,0,4,3 4 2,3 1,1 4,4 2,2 4,0,1,4,0 2,0 3,4]"
 34, 5, 3,  8, 34,  0, psoPure, 22,0.36,   5.925,N,"[3 4 2,0 2,4,1,6 4,1,1 2,0 3,3,3 1,2 2,5,2,4 2,4,7,0 0,0,0,2 4,1 4,4]","[6 4,2 2,2,7,1,5,0 0,1 2,3,0,4,3 4 2,3 1,1,4,4 2,2 4,0,1 4,0 2,0 3,4]"
 34, 5, 3,  8, 34,  1, psoComb, 23,0.33,   7.463,N,"[3,4 2,0,2 4,1,6 4,1,1 2,0 3,3,3 1,2 2,5,2,4,2,4,7,0 0,0,0 2,4,1 4 4]","[6 4,2 2,2,7,1,5,0 0,1 2,3,0,4,3,4 2,3 1,1 4 4,2,2 4,0,1,4,0 2,0 3,4]"
 34, 5, 3,  8, 34,   ,     FPT, 25,0.27,3600.000,N,,
 34, 3,19,  8, 10,   , combine, 27,0.21,   0.000,N,"[18,0,1,5,19,2,4,2,20,14,2,9,12 0,3 0,10 11,0,17,0 2,0,1,21,6,8 15,13,7 2,16,0 0]","[2,13,19,1,3 0,16,6,17,2,0,7 2,2,8 15,0 2,12 0,20,0,4,18,1,14,0,10 11,9,0 0,21,5]"
 34, 3,19,  8, 10,   ,combineS, 27,0.21,   0.000,N,"[18,0,1,5,19,2,4,2,20,14,2,9,12 0,3 0,10 11,0,17,0 2,0,1,21,6,8 15,13,7 2,16,0 0]","[2,13,19,1,3 0,16,6,17,2,0,7 2,2,8 15,0 2,12 0,20,0,4,18,1,14,0,10 11,9,0 0,21,5]"
 34, 3,19,  8, 10,   ,  greedy, 27,0.21,   0.003,N,"[18,0,1,5,19,2,4,2,20,14,2,9,12 0,3,0 10 11,0,17,0 2,0,1,21,6,8 15,13,7 2,16,0 0]","[2,13,19,1,3,0,16,6,17,2,0,7 2,2,8 15,0 2,12 0,20,0,4,18,1,14,0 10 11,9,0 0,21,5]"
 34, 3,19,  8, 10,  0,     pso, 27,0.21,   1.424,N,"[18,0,1,5,19,2,4,2,20,14,2,9,12 0,3,0 10 11,0,17,0 2,0,1,21,6,8 15,13,7 2,16,0 0]","[2,13,19,1,3,0,16,6,17,2,0,7 2,2,8 15,0 2,12 0,20,0,4,18,1,14,0 10 11,9,0 0,21,5]"
 34, 3,19,  8, 10,  0, psoPure, 27,0.21,   1.457,N,"[18,0,1,5,19,2,4,2,20,14,2,9,12 0,3 0,10 11,0,17,0 2,0,1,21,6,8 15,13,7 2,16,0 0]","[2,13,19,1,3 0,16,6,17,2,0,7 2,2,8 15,0 2,12 0,20,0,4,18,1,14,0,10 11,9,0 0,21,5]"
 34, 3,19,  8, 10,  0, psoComb, 27,0.21,   2.655,N,"[18,0,1,5,19,2,4,2,20,14,2,9,12 0,3,0 10 11,0,17,0 2,0,1,21,6,8 15,13,7 2,16,0 0]","[2,13,19,1,3,0,16,6,17,2,0,7 2,2,8 15,0 2,12 0,20,0,4,18,1,14,0 10 11,9,0 0,21,5]"
 34, 3,19,  8, 10,   ,     FPT, 27,0.21, 316.099,Y,,
 34, 6,20,  3,  2,   , combine, 32,0.06,   0.000,N,"[8,2,1,19,21,26,9,2,13,17 4,7 6,16,3,14,24,18,12,5,20,11,5,15,4,5,3,6,23,1,10,22,2,25]","[8,12,20,19,3,5,22,7 6,4,17 4,10,25,1,21,24,15,2,6,13,2,23,18,16,2,9,26,11,14,5,1,3,5]"
 34, 6,20,  3,  2,   ,combineS, 32,0.06,   0.000,N,"[8,2,1,19,21,26,9,2,13,17 4,7 6,16,3,14,24,18,12,5,20,11,5,15,4,5,3,6,23,1,10,22,2,25]","[8,12,20,19,3,5,22,7 6,4,17 4,10,25,1,21,24,15,2,6,13,2,23,18,16,2,9,26,11,14,5,1,3,5]"
 34, 6,20,  3,  2,   ,  greedy, 32,0.06,   0.003,N,"[8,2,1,19,21,26,9,2,13,17 4,7 6,16,3,14,24,18,12,5,20,11,5,15,4,5,3,6,23,1,10,22,2,25]","[8,12,20,19,3,5,22,7 6,4,17 4,10,25,1,21,24,15,2,6,13,2,23,18,16,2,9,26,11,14,5,1,3,5]"
 34, 6,20,  3,  2,  0,     pso, 32,0.06,   0.156,N,"[8,2,1,19,21,26,9,2,13,17 4,7 6,16,3,14,24,18,12,5,20,11,5,15,4,5,3,6,23,1,10,22,2,25]","[8,12,20,19,3,5,22,7 6,4,17 4,10,25,1,21,24,15,2,6,13,2,23,18,16,2,9,26,11,14,5,1,3,5]"
 34, 6,20,  3,  2,  0, psoPure, 32,0.06,   0.147,N,"[8,2,1,19,21,26,9,2,13,17 4,7 6,16,3,14,24,18,12,5,20,11,5,15,4,5,3,6,23,1,10,22,2,25]","[8,12,20,19,3,5,22,7 6,4,17 4,10,25,1,21,24,15,2,6,13,2,23,18,16,2,9,26,11,14,5,1,3,5]"
 34, 6,20,  3,  2,  0, psoComb, 32,0.06,   1.452,N,"[8,2,1,19,21,26,9,2,13,17 4,7 6,16,3,14,24,18,12,5,20,11,5,15,4,5,3,6,23,1,10,22,2,25]","[8,12,20,19,3,5,22,7 6,4,17 4,10,25,1,21,24,15,2,6,13,2,23,18,16,2,9,26,11,14,5,1,3,5]"
 34, 6,20,  3,  2,   ,     FPT, 31,0.09,   0.004,Y,,
 34, 3, 4, 11,100,   , combine, 19,0.45,   0.000,N,"[1 0,5,2 2 0 0 1,1 1,1,1,1,0 2 0,4,6 0,0 2 1,2 1,0,2 0,2,2,3,1 2,0 0]","[0 2 0,0 0,0 2 1,6 0,2 2 0 0 1,2 1,5,0,1 1,1 0,1 2,1,2 0,1,2,1,3,2,4]"
 34, 3, 4, 11,100,   ,combineS, 19,0.45,   0.000,N,"[1 0,5,2 2 0 0 1,1 1,1,1,1,0 2 0,4,6 0,0 2 1,2 1,0,2 0,2,2,3,1 2,0 0]","[0 2 0,0 0,0 2 1,6 0,2 2 0 0 1,2 1,5,0,1 1,1 0,1 2,1,2 0,1,2,1,3,2,4]"
 34, 3, 4, 11,100,   ,  greedy, 20,0.42,   0.002,N,"[1,0,5,2 2 0 0 1,1,1,1 1 1 0,2 0,4,6,0 0 2 1,2 1,0,2,0,2,2,3,1,2 0 0]","[0,2 0 0,0 0 2 1,6,0,2 2 0 0 1,2 1,5,0,1 1 1 0,1,2,1,2 0,1,2,1,3,2,4]"
 34, 3, 4, 11,100,  2,     pso, 18,0.48,  14.778,N,"[1,0,5,2 2 0 0 1,1,1,1 1 1 0,2 0,4,6 0,0 2,1 2 1,0 2 0,2,2,3,1 2,0 0]","[0 2 0,0 0,0 2,1,6 0,2 2 0 0 1,2,1,5,0,1 1 1 0,1 2,1,2 0,1 2 1,3,2,4]"
 34, 3, 4, 11,100, 56, psoPure, 18,0.48,  14.382,N,"[1,0,5,2 2 0 0 1,1,1,1 1 1 0,2 0,4,6 0,0 2 1,2 1,0 2 0,2,2,3,1 2,0 0]","[0 2 0,0 0,0 2 1,6 0,2 2 0 0 1,2,1,5,0,1 1 1 0,1,2 1,2 0,1 2,1,3,2,4]"
 34, 3, 4, 11,100,  1, psoComb, 21,0.39,  16.403,N,"[1,0,5,2,2 0 0 1,1,1,1 1 1 0,2 0,4,6 0,0 2,1 2,1,0 2,0,2,2,3,1 2,0 0]","[0 2,0,0 0,0 2,1,6 0,2,2 0 0 1,2,1,5,0,1 1 1 0,1 2,1,2 0,1 2,1,3,2,4]"
 34, 3, 4, 11,100,   ,     FPT, 24,0.30,3600.000,N,,
