size,repeats,singles,maxRepeat,edges,psoIter,heuristic,blocks,score,time,exact,left,right
 37, 9, 3,  6, 13,  0,     pso, 32,0.14,   1.590,N,"[2,0 0,1,0,2,7,3,5,0,4,7 7 3,5,2,6,8,3,11,4,6,4,9,8,7,3,10,3 8,1 6,1,6,3,4,5]","[4,7,5,9,5,3,2,3,6,0,3 8,11,8,4,4,7,1,5,4,2,3,3,2,10,1 6,0 0,0,8,6,7 7 3,6,1]"
 37, 9, 3,  6, 13,  0, psoPure, 32,0.14,   1.623,N,"[2,0 0,1,0,2,7,3,5,0,4,7 7 3,5,2,6,8,3,11,4,6,4,9,8,7,3,10,3 8,1,6,1 6,3,4,5]","[4,7,5,9,5,3,2,3,6,0,3 8,11,8,4,4,7,1,5,4,2,3,3,2,10,1 6,0 0,0,8,6,7 7 3,6,1]"
 37, 9, 3,  6, 13,  0, psoComb, 32,0.14,   3.176,N,"[2,0 0,1,0,2,7,3,5,0,4,7 7 3,5,2,6,8,3,11,4,6,4,9,8,7,3,10,3 8,1 6,1,6,3,4,5]","[4,7,5,9,5,3,2,3,6,0,3 8,11,8,4,4,7,1,5,4,2,3,3,2,10,1 6,0 0,0,8,6,7 7 3,6,1]"
 37, 9, 3,  6, 13,   ,     FPT, 32,0.14,3600.000,N,,
 37, 7,18,  4,  4,   , combine, 34,0.08,   0.000,N,"[3 0,19,12,14,9,18,8,4,20,10,17,4,11,5,8,3,0,5,25,1,26,16,6,6,0,24 4,21 0,3,15,23,1,13,4,22]","[20,17,5,24 4,16,3 0,26,0,4,18,15,6,14,21 0,1,3,9,0,10,6,4,8,23,8,22,13,25,11,1,12,19,3,4,5]"
 37, 7,18,  4,  4,   ,combineS, 34,0.08,   0.000,N,"[3 0,19,12,14,9,18,8,4,20,10,17,4,11,5,8,3,0,5,25,1,26,16,6,6,0,24 4,21 0,3,15,23,1,13,4,22]","[20,17,5,24 4,16,3 0,26,0,4,18,15,6,14,21 0,1,3,9,0,10,6,4,8,23,8,22,13,25,11,1,12,19,3,4,5]"
 37, 7,18,  4,  4,   ,  greedy, 34,0.08,   0.004,N,"[3 0,19,12,14,9,18,8,4,20,10,17,4,11,5,8,3,0,5,25,1,26,16,6,6,0,24 4,21 0,3,15,23,1,13,4,22]","[20,17,5,24 4,16,3 0,26,0,4,18,15,6,14,21 0,1,3,9,0,10,6,4,8,23,8,22,13,25,11,1,12,19,3,4,5]"
 37, 7,18,  4,  4,  0,     pso, 34,0.08,   0.447,N,"[3 0,19,12,14,9,18,8,4,20,10,17,4,11,5,8,3,0,5,25,1,26,16,6,6,0,24 4,21 0,3,15,23,1,13,4,22]","[20,17,5,24 4,16,3 0,26,0,4,18,15,6,14,21 0,1,3,9,0,10,6,4,8,23,8,22,13,25,11,1,12,19,3,4,5]"
 37, 7,18,  4,  4,  0, psoPure, 34,0.08,   0.435,N,"[3,0,19,12,14,9,18,8,4,20,10,17,4,11,5,8,3 0,5,25,1,26,16,6,6,0,24 4,21 0,3,15,23,1,13,4,22]","[20,17,5,24 4,16,3 0,26,0,4,18,15,6,14,21 0,1,3,9,0,10,6,4,8,23,8,22,13,25,11,1,12,19,3,4,5]"
 37, 7,18,  4,  4,  0, psoComb, 34,0.08,   1.936,N,"[3 0,19,12,14,9,18,8,4,20,10,17,4,11,5,8,3,0,5,25,1,26,16,6,6,0,24 4,21 0,3,15,23,1,13,4,22]","[20,17,5,24 4,16,3 0,26,0,4,18,15,6,14,21 0,1,3,9,0,10,6,4,8,23,8,22,13,25,11,1,12,19,3,4,5]"
 37, 7,18,  4,  4,   ,     FPT, 34,0.08,   0.572,Y,,
 37, 5,11,  8, 26,   , combine, 29,0.22,   0.000,N,"[1 4,0 4,5,9,8,4 6,3,1,3,1,2,11,0,1 0,13,4 10,4 2,0,15,12,1 4,1,4,4 2,14,0,2,3,7]","[0 4,2,4 10,3,0,7,1,1,1 4,12,1 0,2,1,4 2,3,0,5,15,0,4 2,1 4,4,14,8,13,4 6,11,9,3]"
 37, 5,11,  8, 26,   ,combineS, 28,0.25,   0.000,N,"[1 4,0 4,5,9,8,4 6,3,1,3,1,2,11,0,1,0,13,4 10,4 2,0,15,12 1,4,1 4 4,2,14,0 2,3,7]","[0 4,2,4 10,3,0,7,1,1,1 4,12 1,0 2,1,4 2,3,0,5,15,0,4,2,1 4 4,14,8,13,4 6,11,9,3]"
 37, 5,11,  8, 26,   ,  greedy, 29,0.22,   0.003,N,"[1 4,0 4,5,9,8,4,6,3,1,3,1,2,11,0,1,0,13 4,10,4 2,0,15,12 1,4,1 4 4,2,14,0,2 3,7]","[0 4,2,4,10,3,0,7,1,1,1,4,12 1,0,2,1 4,2 3,0,5,15,0,4 2,1 4 4,14,8,13 4,6,11,9,3]"
 37, 5,11,  8, 26,  1,     pso, 27,0.28,   4.006,N,"[1 4,0 4,5,9,8,4 6,3,1,3,1,2,11,0,1 0,13,4 10,4 2,0,15,12,1 4,1 4 4,2,14,0,2 3,7]","[0 4,2,4 10,3,0,7,1,1,1 4,12,1 0,2,1 4,2 3,0,5,15,0,4 2,1 4 4,14,8,13,4 6,11,9,3]"
 37, 5,11,  8, 26,  0, psoPure, 27,0.28,   3.948,N,"[1 4,0 4,5,9,8,4 6,3,1,3,1,2,11,0,1 0,13,4 10,4 2,0,15,12,1 4,1 4 4,2,14,0,2 3,7]","[0,4 2,4 10,3,0,7,1,1,1 4,12,1 0,2,1 4,2 3,0,5,15,0 4,2,1 4 4,14,8,13,4 6,11,9,3]"
 37, 5,11,  8, 26,  1, psoComb, 27,0.28,   5.513,N,"[1 4,0 4,5,9,8,4 6,3,1,3,1,2,11,0,1 0,13,4 10,4 2,0,15,12,1 4,1 4 4,2,14,0,2 3,7]","[0 4,2,4 10,3,0,7,1,1,1 4,12,1 0,2,1 4,2 3,0,5,15,0,4 2,1 4 4,14,8,13,4 6,11,9,3]"
 37, 5,11,  8, 26,   ,     FPT, 28,0.25,3600.000,N,,
 37, 7, 7,  8, 24,   , combine, 28,0.25,   0.000,N,"[6,11,1,0,8,5,13,3 5,3 2,7,10,9,3 6 5,12,6,2 4,2,5 3 5,5,0 5,5,4,6,2,4,6 1,2,3]","[9,8,4,5,2,6,4,5,5,3 5,2 4,11,3 2,3 6 5,2,12,7,5 3 5,1,2,6 1,6,6,10,0,13,0 5,3]"
 37, 7, 7,  8, 24,   ,combineS, 28,0.25,   0.000,N,"[6,11,1,0,8,5,13,3 5,3 2,7,10,9,3 6 5,12,6,2 4,2,5 3 5,5,0 5,5,4,6,2,4,6 1,2,3]","[9,8,4,5,2,6,4,5,5,3 5,2 4,11,3 2,3 6 5,2,12,7,5 3 5,1,2,6 1,6,6,10,0,13,0 5,3]"
 37, 7, 7,  8, 24,   ,  greedy, 28,0.25,   0.003,N,"[6,11,1,0,8,5,13,3 5,3 2,7,10,9,3 6 5,12,6,2 4,2,5 3 5,5,0 5,5,4,6,2,4,6 1,2,3]","[9,8,4,5,2,6,4,5,5 3 5,2 4,11,3 2,3 6 5,2,12,7,5,3 5,1,2,6 1,6,6,10,0,13,0 5,3]"
 37, 7, 7,  8, 24,  0,     pso, 28,0.25,   3.410,N,"[6,11,1,0,8,5,13,3 5,3 2,7,10,9,3 6 5,12,6,2 4,2,5 3 5,5,0 5,5,4,6,2,4,6 1,2,3]","[9,8,4,5,2,6,4,5,5 3 5,2 4,11,3 2,3 6 5,2,12,7,5,3 5,1,2,6 1,6,6,10,0,13,0 5,3]"
 37, 7, 7,  8, 24,  0, psoPure, 28,0.25,   3.451,N,"[6,11,1,0,8,5,13,3 5,3 2,7,10,9,3 6 5,12,6,2,4,2,5 3 5,5,0,5 5,4,6,2 4,6 1,2,3]","[9,8,4,5,2,6,4,5 5,3 5,2 4,11,3 2,3 6 5,2,12,7,5 3 5,1,2,6 1,6,6,10,0,13,0,5,3]"
 37, 7, 7,  8, 24,  0, psoComb, 28,0.25,   5.227,N,"[6,11,1,0,8,5,13,3 5,3 2,7,10,9,3 6 5,12,6,2 4,2,5 3 5,5,0 5,5,4,6,2,4,6 1,2,3]","[9,8,4,5,2,6,4,5,5 3 5,2 4,11,3 2,3 6 5,2,12,7,5,3 5,1,2,6 1,6,6,10,0,13,0 5,3]"
 37, 7, 7,  8, 24,   ,     FPT, 27,0.28,3600.000,N,,
 37, 5,23,  4,  4,   , combine, 33,0.11,   0.000,N,"[2,9 3,12,27,20,21,10,16,4,6,23 2,3 15,3,25,4,11,8,13,0,26,17,1 19,24,7,14,18,1,0,2,4,22,3,5]","[1,2,22,23 2,10,3,14,20,2,0,4,18,12,0,16,6,7,3 15,5,25,11,17,8,27,4,9 3,1 19,21,26,4,3,13,24]"
 37, 5,23,  4,  4,   ,combineS, 33,0.11,   0.000,N,"[2,9 3,12,27,20,21,10,16,4,6,23 2,3 15,3,25,4,11,8,13,0,26,17,1 19,24,7,14,18,1,0,2,4,22,3,5]","[1,2,22,23 2,10,3,14,20,2,0,4,18,12,0,16,6,7,3 15,5,25,11,17,8,27,4,9 3,1 19,21,26,4,3,13,24]"
 37, 5,23,  4,  4,   ,  greedy, 33,0.11,   0.003,N,"[2,9 3,12,27,20,21,10,16,4,6,23 2,3 15,3,25,4,11,8,13,0,26,17,1 19,24,7,14,18,1,0,2,4,22,3,5]","[1,2,22,23 2,10,3,14,20,2,0,4,18,12,0,16,6,7,3 15,5,25,11,17,8,27,4,9 3,1 19,21,26,4,3,13,24]"
 37, 5,23,  4,  4,  0,     pso, 33,0.11,   0.476,N,"[2,9 3,12,27,20,21,10,16,4,6,23 2,3 15,3,25,4,11,8,13,0,26,17,1 19,24,7,14,18,1,0,2,4,22,3,5]","[1,2,22,23 2,10,3,14,20,2,0,4,18,12,0,16,6,7,3 15,5,25,11,17,8,27,4,9 3,1 19,21,26,4,3,13,24]"
 37, 5,23,  4,  4,  0, psoPure, 33,0.11,   0.465,N,"[2,9 3,12,27,20,21,10,16,4,6,23 2,3 15,3,25,4,11,8,13,0,26,17,1 19,24,7,14,18,1,0,2,4,22,3,5]","[1,2,22,23 2,10,3,14,20,2,0,4,18,12,0,16,6,7,3 15,5,25,11,17,8,27,4,9 3,1 19,21,26,4,3,13,24]"
 37, 5,23,  4,  4,  0, psoComb, 33,0.11,   1.925,N,"[2,9 3,12,27,20,21,10,16,4,6,23 2,3 15,3,25,4,11,8,13,0,26,17,1 19,24,7,14,18,1,0,2,4,22,3,5]","[1,2,22,23 2,10,3,14,20,2,0,4,18,12,0,16,6,7,3 15,5,25,11,17,8,27,4,9 3,1 19,21,26,4,3,13,24]"
 37, 5,23,  4,  4,   ,     FPT, 33,0.11,   0.198,Y,,
 37, 3,29,  3,  1,   , combine, 36,0.03,   0.000,N,"[21,2,3,9,14,32,29,17,6,16,28,11,20,13,4,3,25,12,26,5,18,30,15,2,7,0,23,22,8,24,0,3,0 31,19,27,10]","[3,21,9,24,3,4,13,7,23,27,5,17,19,0,12,16,0,32,28,20,15,3,30,0 31,25,22,29,26,8,10,14,2,2,18,6,11]"
 37, 3,29,  3,  1,   ,combineS, 36,0.03,   0.001,N,"[21,2,3,9,14,32,29,17,6,16,28,11,20,13,4,3,25,12,26,5,18,30,15,2,7,0,23,22,8,24,0,3,0 31,19,27,10]","[3,21,9,24,3,4,13,7,23,27,5,17,19,0,12,16,0,32,28,20,15,3,30,0 31,25,22,29,26,8,10,14,2,2,18,6,11]"
 37, 3,29,  3,  1,   ,  greedy, 36,0.03,   0.004,N,"[21,2,3,9,14,32,29,17,6,16,28,11,20,13,4,3,25,12,26,5,18,30,15,2,7,0,23,22,8,24,0,3,0 31,19,27,10]","[3,21,9,24,3,4,13,7,23,27,5,17,19,0,12,16,0,32,28,20,15,3,30,0 31,25,22,29,26,8,10,14,2,2,18,6,11]"
 37, 3,29,  3,  1,  0,     pso, 36,0.03,   0.059,N,"[21,2,3,9,14,32,29,17,6,16,28,11,20,13,4,3,25,12,26,5,18,30,15,2,7,0,23,22,8,24,0,3,0 31,19,27,10]","[3,21,9,24,3,4,13,7,23,27,5,17,19,0,12,16,0,32,28,20,15,3,30,0 31,25,22,29,26,8,10,14,2,2,18,6,11]"
 37, 3,29,  3,  1,  0, psoPure, 36,0.03,   0.046,N,"[21,2,3,9,14,32,29,17,6,16,28,11,20,13,4,3,25,12,26,5,18,30,15,2,7,0,23,22,8,24,0,3,0 31,19,27,10]","[3,21,9,24,3,4,13,7,23,27,5,17,19,0,12,16,0,32,28,20,15,3,30,0 31,25,22,29,26,8,10,14,2,2,18,6,11]"
 37, 3,29,  3,  1,  0, psoComb, 36,0.03,   1.675,N,"[21,2,3,9,14,32,29,17,6,16,28,11,20,13,4,3,25,12,26,5,18,30,15,2,7,0,23,22,8,24,0,3,0 31,19,27,10]","[3,21,9,24,3,4,13,7,23,27,5,17,19,0,12,16,0,32,28,20,15,3,30,0 31,25,22,29,26,8,10,14,2,2,18,6,11]"
 37, 3,29,  3,  1,   ,     FPT, 35,0.06,   0.013,Y,,
 37, 6,21,  4,  6,   , combine, 34,0.08,   0.000,N,"[25,13,15,18,19,24,0 0,4,27,0,3 6 3,11,21,1,7,1,0,6,3,12,4,2,2,17,8,10,20,23,16,22,26,2,9,14]","[9,17,10,3 6 3,18,0,24,2,22,23,13,26,25,3,6,7,15,19,20,8,2,0 0,16,21,12,0,2,27,14,4,4,1,11,1]"
 37, 6,21,  4,  6,   ,combineS, 34,0.08,   0.000,N,"[25,13,15,18,19,24,0 0,4,27,0,3 6 3,11,21,1,7,1,0,6,3,12,4,2,2,17,8,10,20,23,16,22,26,2,9,14]","[9,17,10,3 6 3,18,0,24,2,22,23,13,26,25,3,6,7,15,19,20,8,2,0 0,16,21,12,0,2,27,14,4,4,1,11,1]"
 37, 6,21,  4,  6,   ,  greedy, 34,0.08,   0.004,N,"[25,13,15,18,19,24,0 0,4,27,0,3 6 3,11,21,1,7,1,0,6,3,12,4,2,2,17,8,10,20,23,16,22,26,2,9,14]","[9,17,10,3 6 3,18,0,24,2,22,23,13,26,25,3,6,7,15,19,20,8,2,0 0,16,21,12,0,2,27,14,4,4,1,11,1]"
 37, 6,21,  4,  6,  0,     pso, 34,0.08,   0.491,N,"[25,13,15,18,19,24,0 0,4,27,0,3 6 3,11,21,1,7,1,0,6,3,12,4,2,2,17,8,10,20,23,16,22,26,2,9,14]","[9,17,10,3 6 3,18,0,24,2,22,23,13,26,25,3,6,7,15,19,20,8,2,0 0,16,21,12,0,2,27,14,4,4,1,11,1]"
 37, 6,21,  4,  6,  0, psoPure, 34,0.08,   0.467,N,"[25,13,15,18,19,24,0 0,4,27,0,3 6 3,11,21,1,7,1,0,6,3,12,4,2,2,17,8,10,20,23,16,22,26,2,9,14]","[9,17,10,3 6 3,18,0,24,2,22,23,13,26,25,3,6,7,15,19,20,8,2,0 0,16,21,12,0,2,27,14,4,4,1,11,1]"
 37, 6,21,  4,  6,  0, psoComb, 34,0.08,   2.492,N,"[25,13,15,18,19,24,0 0,4,27,0,3 6 3,11,21,1,7,1,0,6,3,12,4,2,2,17,8,10,20,23,16,22,26,2,9,14]","[9,17,10,3 6 3,18,0,24,2,22,23,13,26,25,3,6,7,15,19,20,8,2,0 0,16,21,12,0,2,27,14,4,4,1,11,1]"
 37, 6,21,  4,  6,   ,     FPT, 34,0.08,   0.429,Y,,
 37, 5,22,  5,  6,   , combine, 32,0.14,   0.000,N,"[17,2,19,5 4,24,15,13,14,2 27,0,0 9,18,20,7,10,8,3,5,12 5,4,3,4 5,25,23,21,6,4,16,4,26,11,22]","[2,3,15,3,13,25,5 4,11,5,17,21,8,18,4 5,23,12 5,26,4,4,0 9,6,24,7,4,0,2 27,20,16,22,14,19,10]"
 37, 5,22,  5,  6,   ,combineS, 32,0.14,   0.000,N,"[17,2,19,5 4,24,15,13,14,2 27,0,0 9,18,20,7,10,8,3,5,12 5,4,3,4 5,25,23,21,6,4,16,4,26,11,22]","[2,3,15,3,13,25,5 4,11,5,17,21,8,18,4 5,23,12 5,26,4,4,0 9,6,24,7,4,0,2 27,20,16,22,14,19,10]"
 37, 5,22,  5,  6,   ,  greedy, 32,0.14,   0.004,N,"[17,2,19,5 4,24,15,13,14,2 27,0,0 9,18,20,7,10,8,3,5,12 5,4,3,4 5,25,23,21,6,4,16,4,26,11,22]","[2,3,15,3,13,25,5 4,11,5,17,21,8,18,4 5,23,12 5,26,4,4,0 9,6,24,7,4,0,2 27,20,16,22,14,19,10]"
 37, 5,22,  5,  6,  0,     pso, 32,0.14,   0.799,N,"[17,2,19,5 4,24,15,13,14,2 27,0,0 9,18,20,7,10,8,3,5,12 5,4,3,4 5,25,23,21,6,4,16,4,26,11,22]","[2,3,15,3,13,25,5 4,11,5,17,21,8,18,4 5,23,12 5,26,4,4,0 9,6,24,7,4,0,2 27,20,16,22,14,19,10]"
 37, 5,22,  5,  6,  0, psoPure, 32,0.14,   0.784,N,"[17,2,19,5 4,24,15,13,14,2 27,0,0 9,18,20,7,10,8,3,5,12 5,4,3,4 5,25,23,21,6,4,16,4,26,11,22]","[2,3,15,3,13,25,5 4,11,5,17,21,8,18,4 5,23,12 5,26,4,4,0 9,6,24,7,4,0,2 27,20,16,22,14,19,10]"
 37, 5,22,  5,  6,  0, psoComb, 32,0.14,   2.199,N,"[17,2,19,5 4,24,15,13,14,2 27,0,0 9,18,20,7,10,8,3,5,12 5,4,3,4 5,25,23,21,6,4,16,4,26,11,22]","[2,3,15,3,13,25,5 4,11,5,17,21,8,18,4 5,23,12 5,26,4,4,0 9,6,24,7,4,0,2 27,20,16,22,14,19,10]"
 37, 5,22,  5,  6,   ,     FPT, 32,0.14,   0.661,Y,,
 37, 4,27,  3,  5,   , combine, 34,0.08,   0.000,N,"[8,29,28,4,15,2,3 4 3,21,11,27,26,31,2 1,17,1,18,14,6,10,23,30,16,5,22,20,12,25,9,19,7,13,3,24,1]","[2 1,27,30,2,21,13,20,8,10,22,12,5,1,15,31,18,24,19,26,29,3 4 3,6,1,11,28,16,4,3,23,14,25,7,9,17]"
 37, 4,27,  3,  5,   ,combineS, 34,0.08,   0.000,N,"[8,29,28,4,15,2,3 4 3,21,11,27,26,31,2 1,17,1,18,14,6,10,23,30,16,5,22,20,12,25,9,19,7,13,3,24,1]","[2 1,27,30,2,21,13,20,8,10,22,12,5,1,15,31,18,24,19,26,29,3 4 3,6,1,11,28,16,4,3,23,14,25,7,9,17]"
 37, 4,27,  3,  5,   ,  greedy, 34,0.08,   0.004,N,"[8,29,28,4,15,2,3 4 3,21,11,27,26,31,2 1,17,1,18,14,6,10,23,30,16,5,22,20,12,25,9,19,7,13,3,24,1]","[2 1,27,30,2,21,13,20,8,10,22,12,5,1,15,31,18,24,19,26,29,3 4 3,6,1,11,28,16,4,3,23,14,25,7,9,17]"
 37, 4,27,  3,  5,  0,     pso, 34,0.08,   0.353,N,"[8,29,28,4,15,2,3 4 3,21,11,27,26,31,2 1,17,1,18,14,6,10,23,30,16,5,22,20,12,25,9,19,7,13,3,24,1]","[2 1,27,30,2,21,13,20,8,10,22,12,5,1,15,31,18,24,19,26,29,3 4 3,6,1,11,28,16,4,3,23,14,25,7,9,17]"
 37, 4,27,  3,  5,  0, psoPure, 34,0.08,   0.355,N,"[8,29,28,4,15,2,3 4 3,21,11,27,26,31,2 1,17,1,18,14,6,10,23,30,16,5,22,20,12,25,9,19,7,13,3,24,1]","[2 1,27,30,2,21,13,20,8,10,22,12,5,1,15,31,18,24,19,26,29,3 4 3,6,1,11,28,16,4,3,23,14,25,7,9,17]"
 37, 4,27,  3,  5,  0, psoComb, 34,0.08,   2.443,N,"[8,29,28,4,15,2,3 4 3,21,11,27,26,31,2 1,17,1,18,14,6,10,23,30,16,5,22,20,12,25,9,19,7,13,3,24,1]","[2 1,27,30,2,21,13,20,8,10,22,12,5,1,15,31,18,24,19,26,29,3 4 3,6,1,11,28,16,4,3,23,14,25,7,9,17]"
 37, 4,27,  3,  5,   ,     FPT, 34,0.08,   0.007,Y,,
 37, 8, 2,  6, 22,   , combine, 26,0.31,   0.000,N,"[5,1,7 7 0,3,0,8,4 5,9,0,0 7,2,2 6 7,7,3,4,1 2,6 4,2 1,5 3,4 3,5,4,3,2,1,3]","[0,5,9,3,3,5 3,1,4 5,2 6 7,2,4 3,1,8,0 7,6 4,5,2 1,1 2,7 7 0,4,0,4,7,2,3,3]"
 37, 8, 2,  6, 22,   ,combineS, 26,0.31,   0.000,N,"[5,1,7 7 0,3,0,8,4,5 9,0,0 7,2,2 6 7,7,3,4,1 2,6 4,2 1,5 3,4 3,5,4,3,2,1,3]","[0,5 9,3,3,5 3,1,4,5,2 6 7,2,4 3,1,8,0 7,6 4,5,2 1,1 2,7 7 0,4,0,4,7,2,3,3]"
 37, 8, 2,  6, 22,   ,  greedy, 26,0.31,   0.003,N,"[5,1,7 7 0,3,0,8,4,5 9,0,0,7 2,2 6 7,7,3,4,1 2,6 4,2,1,5 3,4 3,5,4,3,2 1,3]","[0,5 9,3,3,5 3,1,4,5,2 6 7,2,4 3,1,8,0,7,6 4,5,2 1,1 2,7 7 0,4,0,4,7 2,3,3]"
 37, 8, 2,  6, 22,  0,     pso, 26,0.31,   3.795,N,"[5,1,7 7 0,3,0,8,4 5,9,0,0 7,2,2 6 7,7,3,4,1 2,6 4,2 1,5 3,4 3,5,4,3,2,1,3]","[0,5,9,3,3,5 3,1,4 5,2 6 7,2,4 3,1,8,0 7,6 4,5,2 1,1 2,7 7 0,4,0,4,7,2,3,3]"
 37, 8, 2,  6, 22,  0, psoPure, 26,0.31,   3.822,N,"[5,1,7 7 0,3,0,8,4 5,9,0,0,7 2,2 6 7,7,3,4,1 2,6 4,2,1,5 3,4,3,5,4 3,2 1,3]","[0,5,9,3,3,5 3,1,4 5,2 6 7,2,4 3,1,8,0,7,6 4,5,2 1,1 2,7 7 0,4,0,4,7 2,3,3]"
 37, 8, 2,  6, 22,  0, psoComb, 26,0.31,   5.503,N,"[5,1,7 7 0,3,0,8,4 5,9,0,0 7,2,2 6 7,7,3,4,1 2,6 4,2 1,5 3,4 3,5,4,3,2,1,3]","[0,5,9,3,3,5 3,1,4 5,2 6 7,2,4 3,1,8,0 7,6 4,5,2 1,1 2,7 7 0,4,0,4,7,2,3,3]"
 37, 8, 2,  6, 22,   ,     FPT, 27,0.28,3600.000,N,,
 37, 4, 2, 11, 89,   , combine, 22,0.42,   0.000,N,"[1 2,1 0 2,2 1,2 1,2 1 3,3 2,0 2,3 3,2,0,3 2,4 3,3,0,5,2,1,0,3 3,1,1 2,1 3]","[0,2 1,1 0 2,4 3,1,3 3,1 2,0,0,1 3,1,3,5,3 2,2 1,1 2,2,0 2,2,3 2,3 3,2 1 3]"
 37, 4, 2, 11, 89,   ,combineS, 22,0.42,   0.000,N,"[1 2,1 0,2 2 1,2 1,2 1 3,3 2,0 2,3 3,2,0,3,2 4 3,3,0,5,2,1,0,3 3,1,1 2,1 3]","[0,2 1,1 0,2 4 3,1,3 3,1 2,0,0,1 3,1,3,5,3,2 2 1,1 2,2,0 2,2,3 2,3 3,2 1 3]"
 37, 4, 2, 11, 89,   ,  greedy, 21,0.44,   0.002,N,"[1 2,1 0,2 2 1,2 1,2,1 3 3,2 0,2 3 3 2,0,3,2 4 3,3,0,5,2,1,0,3,3 1,1 2,1 3]","[0,2 1,1 0,2 4 3,1 3 3,1 2,0,0,1,3 1,3,5,3,2 2 1,1 2,2 0,2,2,3,2 3 3 2,1 3]"
 37, 4, 2, 11, 89,  0,     pso, 21,0.44,  15.325,N,"[1 2,1 0,2 2 1,2 1,2,1 3 3,2 0,2 3 3 2,0,3,2 4 3,3,0,5,2,1,0,3,3 1,1 2,1 3]","[0,2 1,1 0,2 4 3,1 3 3,1 2,0,0,1,3 1,3,5,3,2 2 1,1 2,2 0,2,2,3,2 3 3 2,1 3]"
 37, 4, 2, 11, 89,  9, psoPure, 21,0.44,  15.112,N,"[1,2,1 0,2 2 1,2 1,2,1 3,3,2 0,2 3 3,2 0,3,2 4 3,3,0,5,2 1,0,3 3 1,1 2,1 3]","[0,2 1,1 0,2 4 3,1,3 3 1,2 0,0,1 3,1 3,5,3,2 2 1,1 2,2 0,2,2,3,2 3 3,2 1,3]"
 37, 4, 2, 11, 89,  5, psoComb, 23,0.39,  17.053,N,"[1,2 1,0 2 2,1,2 1,2 1,3,3 2,0,2 3,3,2 0,3,2 4 3,3,0,5,2,1 0,3,3 1,1 2,1 3]","[0,2 1,1 0,2 4 3,1,3,3 1,2 0,0,1,3,1 3,5,3 2,2 1,1 2,2,0 2 2,3,2 3,3,2 1,3]"
 37, 4, 2, 11, 89,   ,     FPT, 26,0.31,3600.000,N,,
 37, 6,16,  5,  5,   , combine, 34,0.08,   0.000,N,"[6,10,16,21,3,19,13,2,11,4,1,20,4,0,4 5,17,2,15,18,14,3,1,1 4,2,12,8,5 2,9,4,7,1,0,2,0]","[0,16,8,2,1 4,4,2,19,4 5,6,18,9,0,7,0,1,12,20,21,15,3,4,14,2,10,11,1,13,1,17,5 2,4,2,3]"
 37, 6,16,  5,  5,   ,combineS, 34,0.08,   0.001,N,"[6,10,16,21,3,19,13,2,11,4,1,20,4,0,4 5,17,2,15,18,14,3,1,1 4,2,12,8,5 2,9,4,7,1,0,2,0]","[0,16,8,2,1 4,4,2,19,4 5,6,18,9,0,7,0,1,12,20,21,15,3,4,14,2,10,11,1,13,1,17,5 2,4,2,3]"
 37, 6,16,  5,  5,   ,  greedy, 34,0.08,   0.004,N,"[6,10,16,21,3,19,13,2,11,4,1,20,4,0,4 5,17,2,15,18,14,3,1,1,4 2,12,8,5 2,9,4,7,1,0,2,0]","[0,16,8,2,1,4,4,2,19,4 5,6,18,9,0,7,0,1,12,20,21,15,3,4,14,2,10,11,1,13,1,17,5 2,4 2,3]"
 37, 6,16,  5,  5,  0,     pso, 34,0.08,   0.462,N,"[6,10,16,21,3,19,13,2,11,4,1,20,4,0,4 5,17,2,15,18,14,3,1,1 4,2,12,8,5 2,9,4,7,1,0,2,0]","[0,16,8,2,1 4,4,2,19,4 5,6,18,9,0,7,0,1,12,20,21,15,3,4,14,2,10,11,1,13,1,17,5 2,4,2,3]"
 37, 6,16,  5,  5,  0, psoPure, 34,0.08,   0.450,N,"[6,10,16,21,3,19,13,2,11,4,1,20,4,0,4 5,17,2,15,18,14,3,1,1 4,2,12,8,5 2,9,4,7,1,0,2,0]","[0,16,8,2,1 4,4,2,19,4 5,6,18,9,0,7,0,1,12,20,21,15,3,4,14,2,10,11,1,13,1,17,5 2,4,2,3]"
 37, 6,16,  5,  5,  0, psoComb, 34,0.08,   1.963,N,"[6,10,16,21,3,19,13,2,11,4,1,20,4,0,4 5,17,2,15,18,14,3,1,1 4,2,12,8,5 2,9,4,7,1,0,2,0]","[0,16,8,2,1 4,4,2,19,4 5,6,18,9,0,7,0,1,12,20,21,15,3,4,14,2,10,11,1,13,1,17,5 2,4,2,3]"
 37, 6,16,  5,  5,   ,     FPT, 34,0.08, 197.151,Y,,
 37, 5,19,  4,  3,   , combine, 35,0.06,   0.000,N,"[5,3,2 5 8,9,19,15,4,18,3,6,20,17,4,22,14,23,13,1,7,2,3,1,2,1,4,24,5,5,21,12,10,11,2,4,16]","[17,2,23,12,16,5,1,22,4,9,3,15,1,3,20,2,18,1,19,3,4,13,21,11,5,4,10,14,5,6,2 5 8,4,2,7,24]"
 37, 5,19,  4,  3,   ,combineS, 35,0.06,   0.000,N,"[5,3,2 5 8,9,19,15,4,18,3,6,20,17,4,22,14,23,13,1,7,2,3,1,2,1,4,24,5,5,21,12,10,11,2,4,16]","[17,2,23,12,16,5,1,22,4,9,3,15,1,3,20,2,18,1,19,3,4,13,21,11,5,4,10,14,5,6,2 5 8,4,2,7,24]"
